Title,Player,Card Number,Set,Manufacturer,Season,League,Features,Images,Market Avg (eBay 90d USD),Last Sold Raw (USD),Last Sold Raw Title,Last Sold Raw URL,Last Sold Raw Ended,Team,id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp,Custom label (SKU),Notes
2025 Topps Chrome MLS Kaick Aqua Refractor #200,Kaick,200,2025 Topps Chrome MLS,Topps,2025,MLS,Aqua Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_cards_3_0000_Layer-19.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_cards_3_0006_Layer-13.png,,,,,,FC Dallas,c_aed36971,Soccer,2025.0,2025 Topps Chrome MLS,,200,Kaick,FC Dallas,MLS,Aqua Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_cards_3_0000_Layer-19.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_cards_3_0006_Layer-13.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Kaick Refractor #37,Kaick,37,2025 Topps Chrome MLS,Topps,2025,MLS,Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_cards_3_0002_Layer-17.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_cards_3_0008_Layer-11.png,,,,,,FC Dallas,c_e2542d3c,Soccer,2025.0,2025 Topps Chrome MLS,,37,Kaick,FC Dallas,MLS,Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_cards_3_0002_Layer-17.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_cards_3_0008_Layer-11.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2026 Topps Chrome Premier League Jamaldeen Jimoh-Aloba Refractor #30,Jamaldeen Jimoh-Aloba,30,2026 Topps Chrome Premier League,Topps,2026,Premier League,Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jamaldeen_jimoh_aloba__2026_topps_premier_league_chrome__aston_villa__30__refractor__front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jamaldeen_jimoh_aloba__2026_topps_premier_league_chrome__aston_villa__30__refractor__back.png,,,,,,Aston Villa,c_7a12c852,Soccer,2026.0,2026 Topps Chrome Premier League,,30,Jamaldeen Jimoh-Aloba,Aston Villa,Premier League,Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jamaldeen_jimoh_aloba__2026_topps_premier_league_chrome__aston_villa__30__refractor__front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jamaldeen_jimoh_aloba__2026_topps_premier_league_chrome__aston_villa__30__refractor__back.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome Sapphire MLS Kalani Kossa-Rienzi Wave Refractor #118,Kalani Kossa-Rienzi,118,2025 Topps Chrome Sapphire MLS,Topps,2025,MLS,Wave Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/kalani_kossa_rienzi__2025_topps_chrome_sapphire_mls__seattle_sounders__118__wave_refractor__front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/kalani_kossa_rienzi__2025_topps_chrome_sapphire_mls__seattle_sounders__118__wave_refractor__back.png,,,,,,Seattle Sounders,c_116c902b,Soccer,2025.0,2025 Topps Chrome Sapphire MLS,,118,Kalani Kossa-Rienzi,Seattle Sounders,MLS,Wave Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/kalani_kossa_rienzi__2025_topps_chrome_sapphire_mls__seattle_sounders__118__wave_refractor__front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/kalani_kossa_rienzi__2025_topps_chrome_sapphire_mls__seattle_sounders__118__wave_refractor__back.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome Sapphire MLS Thierry Henry Blue Sapphire Refractor #1,Thierry Henry,14,2025 Topps Chrome Sapphire MLS,Topps,2025,MLS,Blue Sapphire Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/thierry_henry__2025_topps_chrome_sapphire_mls__nyrb__14__blue_sapphire_refractor__front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/thierry_henry__2025_topps_chrome_sapphire_mls__nyrb__14__blue_sapphire_refractor__back.png,,,,,,New York RedBulls,c_3f4bb35b,Soccer,2025.0,2025 Topps Chrome Sapphire MLS,,14,Thierry Henry,New York RedBulls,MLS,Blue Sapphire Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/thierry_henry__2025_topps_chrome_sapphire_mls__nyrb__14__blue_sapphire_refractor__front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/thierry_henry__2025_topps_chrome_sapphire_mls__nyrb__14__blue_sapphire_refractor__back.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome Sapphire MLS Hannes Wolf Aqua Refractor #98,Hannes Wolf,98,2025 Topps Chrome Sapphire MLS,Topps,2025,MLS,Aqua Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/hannes_wolf__2025_topps_chrome_sapphire_mls__nycfc__98__aqua_refractor__front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/hannes_wolf__2025_topps_chrome_sapphire_mls__nycfc__98__aqua_refractor__back.png,,,,,,NYCFC,c_43ddc251,Soccer,2025.0,2025 Topps Chrome Sapphire MLS,,98,Hannes Wolf,NYCFC,MLS,Aqua Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/hannes_wolf__2025_topps_chrome_sapphire_mls__nycfc__98__aqua_refractor__front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/hannes_wolf__2025_topps_chrome_sapphire_mls__nycfc__98__aqua_refractor__back.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome Sapphire MLS Jordan Morris Wave Refractor #125,Jordan Morris,125,2025 Topps Chrome Sapphire MLS,Topps,2025,MLS,Wave Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jordan_morris__2025_topps_chrome_sapphire_mls__seattle_sounders__125__wave_refractor__front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jordan_morris__2025_topps_chrome_sapphire_mls__seattle_sounders__125__wave_refractor__back.png,,,,,,Seattle Sounders,c_def0f59c,Soccer,2025.0,2025 Topps Chrome Sapphire MLS,,125,Jordan Morris,Seattle Sounders,MLS,Wave Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jordan_morris__2025_topps_chrome_sapphire_mls__seattle_sounders__125__wave_refractor__front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jordan_morris__2025_topps_chrome_sapphire_mls__seattle_sounders__125__wave_refractor__back.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2026 Panini Prizm Monopoly FIFA World Cup Soccer Alphonso Davies Red Refractor #,Alphonso Davies,78,2026 Panini Prizm Monopoly FIFA World Cup Soccer,Panini,2026,FIFA World Cup,Red Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0006_Layer-6.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0003_Layer-9.png,,,,,,Canada,c_9964929d,Soccer,2026.0,2026 Panini Prizm Monopoly FIFA World Cup Soccer,,78,Alphonso Davies,Canada,FIFA World Cup,Red Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0006_Layer-6.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0003_Layer-9.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Deandre Kerr Purple Refractor #143,Deandre Kerr,143,2025 Topps Chrome MLS,Topps,2025,MLS,Purple Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_6.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_deandre_purple.jpg.png,,,,,,Toronto FC,c_7bced905,Soccer,2025.0,2025 Topps Chrome MLS,,143,Deandre Kerr,Toronto FC,MLS,Purple Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_6.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_deandre_purple.jpg.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Eric Wynalda Purple Speckle Refractor #NFA-EW,Eric Wynalda,NFA-EW,2025 Topps Chrome MLS,Topps,2025,MLS,Purple Speckle Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_4.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_wynalda_purple.jpg.png,,,,,,San Jose Clash,c_419d81e7,Soccer,2025.0,2025 Topps Chrome MLS,,NFA-EW,Eric Wynalda,San Jose Clash,MLS,Purple Speckle Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_4.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_wynalda_purple.jpg.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2026 Panini Prizm Monopoly FIFA World Cup Soccer Carlos Vela Blue Wave Refractor,Carlos Vela,53,2026 Panini Prizm Monopoly FIFA World Cup Soccer,Panini,2026,FIFA World Cup,Blue Wave Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Monopoly%20image-A224F8C714F8-5_1.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Monopoly%20image-A224F8C714F8-6_1.png,,,,,,Mexico,c_0b666512,Soccer,2026.0,2026 Panini Prizm Monopoly FIFA World Cup Soccer,,53,Carlos Vela,Mexico,FIFA World Cup,Blue Wave Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Monopoly%20image-A224F8C714F8-5_1.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Monopoly%20image-A224F8C714F8-6_1.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Christian Benteke Purple Refractor #BCS-1,Christian Benteke,BCS-1,2025 Topps Chrome MLS,Topps,2025,MLS,Purple Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_3.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_back_0002_Layer-3.png,,,,,,DC United,c_df0de14a,Soccer,2025.0,2025 Topps Chrome MLS,,BCS-1,Christian Benteke,DC United,MLS,Purple Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_3.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_back_0002_Layer-3.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Christian Benteke Purple Refractor #43,Christian Benteke,43,2025 Topps Chrome MLS,Topps,2025,MLS,Purple Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_2.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_back_0001_Layer-4.png,,,,,,DC United,c_5e84c9dc,Soccer,2025.0,2025 Topps Chrome MLS,,43,Christian Benteke,DC United,MLS,Purple Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_2.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_back_0001_Layer-4.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Cristian Arango Purple Refractor #137,Cristian Arango,137,2025 Topps Chrome MLS,Topps,2025,MLS,Purple Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_1.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_back_0000_Layer-5.png,,,,,,San Jose Earthquakes,c_578e81ed,Soccer,2025.0,2025 Topps Chrome MLS,,137,Cristian Arango,San Jose Earthquakes,MLS,Purple Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-5_1.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_back_0000_Layer-5.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2026 Topps Chrome Premier League Alexander Isak Wave Refractor #117,Alexander Isak,117,2026 Topps Chrome Premier League,Topps,2026,Premier League,Wave Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_photos_0001_Layer-6.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_photos_0006_Layer-12.png,,,,,,Liverpool,c_e913cc68,Soccer,2026.0,2026 Topps Chrome Premier League,,117,Alexander Isak,Liverpool,Premier League,Wave Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_photos_0001_Layer-6.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/classic_photos_0006_Layer-12.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2023-24 Panini Select Premier League Equalizers 1 Marcus Tavernier Blue Pulsar,Marcus Tavernier,1,2023-24 Panini Select Premier League,Panini,2023-24,Premier League,Blue Pulsar,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-40_0005_Layer%203.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-40-back_0005_Layer%203.jpg,,,,,,Bournemouth,c_4b07aecd,Soccer,2023.0,2023-24 Panini Select Premier League,,1,Marcus Tavernier,Bournemouth,Premier League,Blue Pulsar,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-40_0005_Layer%203.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-40-back_0005_Layer%203.jpg,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Seymour Reid Purple Wave Refractor #169,Seymour Reid,169,2025 Topps Chrome MLS,Topps,2025,MLS,Purple Wave Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-7_3.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_seymour_purple.png,,,,,,NYCFC,c_811f77dc,Soccer,2025.0,2025 Topps Chrome MLS,,169,Seymour Reid,NYCFC,MLS,Purple Wave Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-7_3.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jpeg_seymour_purple.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Shapi Suleymanov Blue Refractor #78,Shapi Suleymanov,78,2025 Topps Chrome MLS,Topps,2025,MLS,Blue Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0008_Layer-16.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0000_Layer-24.png,,,,,,Sporting Kansas City,c_35bfbbd7,Soccer,2025.0,2025 Topps Chrome MLS,,78,Shapi Suleymanov,Sporting Kansas City,MLS,Blue Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0008_Layer-16.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0000_Layer-24.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Kalani Kossa-Rienzi Blue Refractor #118,Kalani Kossa-Rienzi,118,2025 Topps Chrome MLS,Topps,2025,MLS,Blue Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0010_Layer-14.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0004_Layer-20.png,,,,,,Seattle Sounders,c_e18418a5,Soccer,2025.0,2025 Topps Chrome MLS,,118,Kalani Kossa-Rienzi,Seattle Sounders,MLS,Blue Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0010_Layer-14.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0004_Layer-20.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Tadeo Allende Green Refractor #28,Tadeo Allende,28,2025 Topps Chrome MLS,Topps,2025,MLS,Green Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0006_Layer-18.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0002_Layer-22.png,,,,,,Inter Miami FC,c_30695e73,Soccer,2025.0,2025 Topps Chrome MLS,,28,Tadeo Allende,Inter Miami FC,MLS,Green Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0006_Layer-18.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0002_Layer-22.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome MLS Seymour Reid Black Wave Refractor #CA-SR,Seymour Reid,CA-SR,2025 Topps Chrome MLS,Topps,2025,MLS,Black Wave Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-7_2.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-8_2.jpg,,,,,,NYCFC,c_a16fa83a,Soccer,2025.0,2025 Topps Chrome MLS,,CA-SR,Seymour Reid,NYCFC,MLS,Black Wave Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-7_2.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/JPEG%20image-0689A4F825F0-8_2.jpg,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2026 Panini Prizm Monopoly FIFA World Cup Soccer Rafael Márquez Red Refractor #5,Rafael Márquez,57,2026 Panini Prizm Monopoly FIFA World Cup Soccer,Panini,2026,FIFA World Cup,Red Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Monopoly%20image-A224F8C714F8-5_6.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Monopoly%20image-A224F8C714F8-6_6.png,,,,,,Mexico,c_3a6e505d,Soccer,2026.0,2026 Panini Prizm Monopoly FIFA World Cup Soccer,,57,Rafael Márquez,Mexico,FIFA World Cup,Red Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Monopoly%20image-A224F8C714F8-5_6.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Monopoly%20image-A224F8C714F8-6_6.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome Sapphire MLS Eric Maxim Choupo-Moting Blue Sapphire R,Eric Maxim Choupo-Moting,111,2025 Topps Chrome Sapphire MLS,Topps,2025,MLS,Blue Sapphire Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/eric_maxim_choupo_moting__2025_topps_chrome_sapphire_mls__nyrb__111__blue_sapphire_refractor__front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/eric_maxim_choupo_moting__2025_topps_chrome_sapphire_mls__nyrb__111__blue_sapphire_refractor__back.png,,,,,,New York RedBulls,c_79ddb875,Soccer,2025.0,2025 Topps Chrome Sapphire MLS,,111,Eric Maxim Choupo-Moting,New York RedBulls,MLS,Blue Sapphire Refractor,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/eric_maxim_choupo_moting__2025_topps_chrome_sapphire_mls__nyrb__111__blue_sapphire_refractor__front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/eric_maxim_choupo_moting__2025_topps_chrome_sapphire_mls__nyrb__111__blue_sapphire_refractor__back.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome Sapphire MLS Idan Toklomati Fast Lane #FL-25,Idan Toklomati,FL-25,2025 Topps Chrome Sapphire MLS,Topps,2025,MLS,Fast Lane,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/idan_toklomati__2025_topps_chrome_sapphire_mls__charlotte_fc__fl_25__fast_lane__front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/idan_toklomati__2025_topps_chrome_sapphire_mls__charlotte_fc__fl_25__fast_lane__back.png,,,,,,Charlotte FC,c_3deb06e4,Soccer,2025.0,2025 Topps Chrome Sapphire MLS,,FL-25,Idan Toklomati,Charlotte FC,MLS,Fast Lane,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/idan_toklomati__2025_topps_chrome_sapphire_mls__charlotte_fc__fl_25__fast_lane__front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/idan_toklomati__2025_topps_chrome_sapphire_mls__charlotte_fc__fl_25__fast_lane__back.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2025 Topps Chrome Sapphire MLS Wilfried Zaha Blue Sapphire #172,Wilfried Zaha,172,2025 Topps Chrome Sapphire MLS,Topps,2025,MLS,Blue Sapphire,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/wilfried_zaha__2025_topps_chrome_sapphire_mls__charlotte_fc__172__blue_sapphire__front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/wilfried_zaha__2025_topps_chrome_sapphire_mls__charlotte_fc__172__blue_sapphire__back.png,,,,,,Charlotte FC,c_93a4e659,Soccer,2025.0,2025 Topps Chrome Sapphire MLS,,172,Wilfried Zaha,Charlotte FC,MLS,Blue Sapphire,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/wilfried_zaha__2025_topps_chrome_sapphire_mls__charlotte_fc__172__blue_sapphire__front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/wilfried_zaha__2025_topps_chrome_sapphire_mls__charlotte_fc__172__blue_sapphire__back.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
2026 Topps Chrome Premier League Gabriel Agbonlahor The Streets Won't Forget #SW,Gabriel Agbonlahor,SWF-19,2026 Topps Chrome Premier League,Topps,2026,Premier League,The Streets Won't Forget,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/gabriel_agbonlahor__2026_topps_premier_league_chrome__aston_villa__swf_19__the_streets_won_t_forget__front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/gabriel_agbonlahor__2026_topps_premier_league_chrome__aston_villa__swf_19__the_streets_won_t_forget__back.png,,,,,,Aston Villa,c_def65153,Soccer,2026.0,2026 Topps Chrome Premier League,,SWF-19,Gabriel Agbonlahor,Aston Villa,Premier League,The Streets Won't Forget,,0.0,0.0,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/gabriel_agbonlahor__2026_topps_premier_league_chrome__aston_villa__swf_19__the_streets_won_t_forget__front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/gabriel_agbonlahor__2026_topps_premier_league_chrome__aston_villa__swf_19__the_streets_won_t_forget__back.png,ebay_merge_2026-04-15,2026-04-15T22:41:01Z,261328.0,
