Title,Player,Card Number,Set,Manufacturer,Season,League,Features,Images,Market Avg (eBay 90d USD),Last Sold Raw (USD),Last Sold Raw Title,Last Sold Raw URL,Last Sold Raw Ended,Team,id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp,Custom label (SKU),Notes
2024 Topps Finest MLS #132 Andre Blake Red Refractor Philadelphia Union,Andre Blake,132,Topps Finest MLS,Topps,2023-24,MLS,Red Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/andre_blake_0001_Layer%201.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/andre_blake_0000_Layer%202.jpg,,,,,,Philidelphia Union,c_1c7ceb07,,2023,Topps Finest MLS,,132,Andre Blake,Philidelphia Union,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/andre_blake_0001_Layer%201.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/andre_blake_0000_Layer%202.jpg,,2026-02-04T01:59:04.878Z,,
2024 Topps Finest MLS Finest Fabrics Relics #FFRP Riqui Puig Gold Refractor LA Galaxy,Riqui Puig,FFRP,Topps Finest MLS,Topps,2023-24,MLS,Gold Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Puig_Jersey_0000_Layer%201.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Puig_Jersey_0001_Layer%202.jpg,,,,,,LA Galaxy,c_c496186b,,2023,Topps Finest MLS,,FFRP,Riqui Puig,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Puig_Jersey_0000_Layer%201.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Puig_Jersey_0001_Layer%202.jpg,,2026-02-04T01:59:04.878Z,,
2024 Topps Finest MLS Autographs #BABC Benja Cremaschi Auto Inter Miami,Benja Cremaschi,BABC,Topps Finest MLS,Topps,2023-24,MLS,Topps Autograph,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0002_Layer%206.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Benja_auto_back_0000_Layer%201.jpg,,,,,,Inter Miami CF,c_e00ae549,,2023,Topps Finest MLS,,BABC,Benja Cremaschi,Inter Miami CF,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0002_Layer%206.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Benja_auto_back_0000_Layer%201.jpg,,2026-02-04T01:59:04.878Z,,
2024 Topps Finest MLS Pop Art #PA14 Zlatan Ibrahimovic Insert LA Galaxy,Zlatan Ibrahimovic,PA14,Topps Finest MLS,Topps,2023-24,MLS,Pop Art,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0009_Layer%2071.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2076.jpg,,,,,,LA Galaxy,c_1ca61bb7,,2023,Topps Finest MLS,,PA14,Zlatan Ibrahimovic,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0009_Layer%2071.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2076.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS SP #MLS9 Zlatan Ibrahimovic Short Print LA Galaxy,Zlatan Ibrahimovic,MLS9,Topps Finest MLS,Topps,2023-24,MLS,Short Print,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0007_Layer%20136.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0001_Layer%20142.jpg,,,,,,LA Galaxy,c_cb68cfe6,,2023,Topps Finest MLS,,MLS9,Zlatan Ibrahimovic,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0007_Layer%20136.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0001_Layer%20142.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Chrome MLS #33 Nouhou Red Refractor Seattle Sounders,Nouhou,33,Topps Finest MLS,Topps,2023-24,MLS,Red Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nouhou_0000_Layer%202.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nouhou_0001_Layer%201.jpg,,,,,,Seattle Sounders FC,c_ba2b532e,,2023,Topps Finest MLS,,33,Nouhou,Seattle Sounders FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nouhou_0000_Layer%202.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nouhou_0001_Layer%201.jpg,,2026-02-04T01:59:04.879Z,,
2024-25 Topps UEFA Ultimate Stage Chrome #USC16 Lionel Messi Inter Miami,Lionel Messi,USC16,Topps Finest MLS,Topps,2023-24,MLS,Ultimate Stage Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0009_Layer%2096.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0003_Layer%20102.jpg,,,,,,Inter Miami CF,c_4b05b0e,,2023,Topps Finest MLS,,USC16,Lionel Messi,Inter Miami CF,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0009_Layer%2096.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0003_Layer%20102.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Autographs #BADF Diego Fagundez Gold Refractor Auto /50,Diego Fagundez,BADF,Topps Finest MLS,Topps,2023-24,MLS,Topps Autograph Gold Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0004_Layer%204.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0005_Layer%20138.jpg,,,,,,LA Galaxy,c_46b6fe7f,,2023,Topps Finest MLS,,BADF,Diego Fagundez,LA Galaxy,MLS,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0004_Layer%204.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0005_Layer%20138.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Team Logo #TL12 LA Galaxy Relic,La Galaxy,12,Topps Finest MLS,Topps,2023-24,MLS,Team Logo,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0008_Layer%2084.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0002_Layer%2090.jpg,,,,,,LA Galaxy,c_a9b4fbe8,,2023,Topps Finest MLS,,12,La Galaxy,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0008_Layer%2084.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0002_Layer%2090.jpg,,2026-02-04T01:59:04.879Z,,
2023-24 Topps Stadium Club Chrome UEFA #69 Mauro Icardi Galatasaray,Mauro Icardi,69,Topps Stadium Club Chrome,Topps,2023-24,Ligue 1,Base,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0006_Layer%2099.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0000_Layer%20105.jpg,,,,,,Paris Saint-Germain F.C.,c_22342eeb,,2023,Topps Stadium Club Chrome,,69,Mauro Icardi,Paris Saint-Germain F.C.,Ligue 1,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0006_Layer%2099.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0000_Layer%20105.jpg,,2026-02-04T01:59:04.879Z,,
2023-24 Topps Stadium Club Chrome UEFA #23 Randal Kolo Muani PSG,Randal Kolo Muani,23,Topps Stadium Club Chrome,Topps,2023-24,Ligue 1,Base,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0008_Layer%2097.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0002_Layer%20103.jpg,,,,,,Paris Saint-Germain F.C.,c_688df310,,2023,Topps Stadium Club Chrome,,23,Randal Kolo Muani,Paris Saint-Germain F.C.,Ligue 1,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0008_Layer%2097.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0002_Layer%20103.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS #29 Daniel Gazdag Orange Refractor Philadelphia Union,Daniel Gazdag,29,Topps Finest MLS,Topps,2023-24,MLS,Orange Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0046_Layer%202.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0040_Layer%208.jpg,,,,,,Philadelphia Union,c_7ac0c53e,,2023,Topps Finest MLS,,29,Daniel Gazdag,Philadelphia Union,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0046_Layer%202.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0040_Layer%208.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS #210 Rafael Navarro Oil Spill Refractor Colorado Rapids,Rafael Navarro,210,Topps Finest MLS,Topps,2023-24,MLS,Oil Spill Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0047_Layer%201.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0041_Layer%207.jpg,,,,,,Colorado Rapids,c_42e60d75,,2023,Topps Finest MLS,,210,Rafael Navarro,Colorado Rapids,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0047_Layer%201.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0041_Layer%207.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS #47 Diogo Goncalves Gold Refractor /50 New England,Diogo Goncalves,47,Topps Finest MLS,Topps,2023-24,MLS,Gold Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0042_Layer%206.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0037_Layer%2011.jpg,,,,,,Real Salt Lake,c_d4f49fdd,,2023,Topps Finest MLS,,47,Diogo Goncalves,Real Salt Lake,MLS,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0042_Layer%206.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0037_Layer%2011.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS #145 Cody Baker Gold Refractor /50 Real Salt Lake,Cody Baker,145,Topps Finest MLS,Topps,2023-24,MLS,Gold Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0044_Layer%204.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0038_Layer%2010.jpg,,,,,,Seattle Sounders FC,c_ff68548c,,2023,Topps Finest MLS,,145,Cody Baker,Seattle Sounders FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0044_Layer%204.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0038_Layer%2010.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS #266 Alonso Martinez Aqua Refractor NYCFC,Alonso Martinez,266,Topps Finest MLS,Topps,2023-24,MLS,Aqua Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0009_Layer%2084.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0003_Layer%2090.jpg,,,,,,New York City FC,c_ebf79db8,,2023,Topps Finest MLS,,266,Alonso Martinez,New York City FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0009_Layer%2084.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0003_Layer%2090.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS #126 Agustin Ojeda Gold Refractor /50 NYCFC,Agustin Ojeda,126,Topps Finest MLS,Topps,2023-24,MLS,Gold Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0010_Layer%2083.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0004_Layer%2089.jpg,,,,,,New York City FC,c_617f806d,,2023,Topps Finest MLS,,126,Agustin Ojeda,New York City FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0010_Layer%2083.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0004_Layer%2089.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS #111 Alonso Martinez Gold Refractor /50 NYCFC,Alonso Martinez,111,Topps Finest MLS,Topps,2023-24,MLS,Gold Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0021_Layer%2027.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0017_Layer%2031.jpg,,,,,,New York City FC,c_b4227b57,,2023,Topps Finest MLS,,111,Alonso Martinez,New York City FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0021_Layer%2027.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0017_Layer%2031.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS #43 Alexey Miranchuk Gold Refractor /50 Atlanta United,Alexey Miranchuk,43,Topps Finest MLS,Topps,2023-24,MLS,Gold Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0007_Layer%2086.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0001_Layer%2092.jpg,,,,,,Atlanta United FC,c_c413a8e5,,2023,Topps Finest MLS,,43,Alexey Miranchuk,Atlanta United FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0007_Layer%2086.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0001_Layer%2092.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS #123 Eduard Lowen Aqua Refractor St. Louis City,Eduard Lowen,123,Topps Finest MLS,Topps,2023-24,MLS,Aqua Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0008_Layer%2085.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0002_Layer%2091.jpg,,,,,,St. Louis City SC,c_8c4d496c,,2023,Topps Finest MLS,,123,Eduard Lowen,St. Louis City SC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0008_Layer%2085.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0002_Layer%2091.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Riqui Puig Orange Refractor LA Galaxy,Riqui Puig,100,Topps Finest MLS,Topps,2023-24,MLS,Orange Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0007_Layer%2085.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0001_Layer%2091.jpg,,,,,,LA Galaxy,c_e1640e68,,2023,Topps Finest MLS,,100,Riqui Puig,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0007_Layer%2085.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0001_Layer%2091.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Riqui Puig Neon Green Refractor /99 LA Galaxy,Riqui Puig,202,Topps Finest MLS,Topps,2024-25,MLS,Neon Green Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0006_Layer%2086.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0003_Layer%20140.jpg,,,,,,LA Galaxy,c_507cdec6,,2024,Topps Finest MLS,,202,Riqui Puig,LA Galaxy,MLS,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0006_Layer%2086.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0003_Layer%20140.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Diego Fagundez Gold Refractor /50 Austin FC,Diego Fagundez,181,Topps Finest MLS,Topps,2024-25,MLS,Gold Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0009_Layer%2083.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0003_Layer%2089.jpg,,,,,,LA Galaxy,c_80780fc7,,2024,Topps Finest MLS,,181,Diego Fagundez,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0009_Layer%2083.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0003_Layer%2089.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Kerwin Vargas Charlotte FC RC,Kerwin Vargas,FD7,Topps Finest MLS,Topps,2024,MLS,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12_0009_Layer%2097.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12_0003_Layer%20103.jpg,,,,,,Charlotte FC,c_61c34562,,2024,Topps Finest MLS,,FD7,Kerwin Vargas,Charlotte FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12_0009_Layer%2097.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12_0003_Layer%20103.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Zlatan Ibrahimovic LA Galaxy,Zlatan Ibrahimovic,FD5,Topps Finest MLS,Topps,2024,red,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0007_Layer%20173.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0001_Layer%20179.jpg,,,,,,LA Galaxy,c_d54cdd45,,2024,Topps Finest MLS,,FD5,Zlatan Ibrahimovic,LA Galaxy,red,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0007_Layer%20173.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0001_Layer%20179.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Lionel Messi Inter Miami,Lionel Messi,FD1,Topps Finest MLS,Topps,2024,MLS,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0009_Layer%20171.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0003_Layer%20177.jpg,,,,,,Inter Miami CF,c_bc5836a6,,2024,Topps Finest MLS,,FD1,Lionel Messi,Inter Miami CF,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0009_Layer%20171.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0003_Layer%20177.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Luis Suarez Inter Miami,Luis Suarez,FD3,Topps Finest MLS,Topps,2024,MLS,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0010_Layer%20170.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0004_Layer%20176.jpg,,,,,,Inter Miami CF,c_cba8ab45,,2024,Topps Finest MLS,,FD3,Luis Suarez,Inter Miami CF,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0010_Layer%20170.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0004_Layer%20176.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Gabriel Pec,Gabriel Pec,FD11,Topps Finest MLS,Topps,2024,MLS,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0006_Layer%20174.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0000_Layer%20180.jpg,,,,,,LA Galaxy,c_fb5a51df,,2024,Topps Finest MLS,,FD11,Gabriel Pec,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0006_Layer%20174.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0000_Layer%20180.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Joseph Paintsil,Joseph Paintsil,FD10,Topps Finest MLS,Topps,2024,MLS,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0008_Layer%20172.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0002_Layer%20178.jpg,,,,,,Joseph Paintsil,c_191966b3,,2024,Topps Finest MLS,,FD10,Joseph Paintsil,Joseph Paintsil,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0008_Layer%20172.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0002_Layer%20178.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Pedro de La Vega,Pedro de La Vega,FD2,Topps Finest MLS,Topps,2024,MLS,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0007_Layer%20174.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0001_Layer%20180.jpg,,,,,,Seattle Sounders FC,c_814912fa,,2024,Topps Finest MLS,,FD2,Pedro de La Vega,Seattle Sounders FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0007_Layer%20174.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0001_Layer%20180.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Omar Campos,Omar Campos,FD9,Topps Finest MLS,Topps,2024,MLS,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0011_Layer%20169.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0005_Layer%20175.jpg,,,,,,Los Angeles FC,c_58b6cacc,,2024,Topps Finest MLS,,FD9,Omar Campos,Los Angeles FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0011_Layer%20169.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-20_0005_Layer%20175.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Santiago Rodriguez,Santiago Rodriguez,FD14,Topps Finest MLS,Topps,2024,MLS,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0006_Layer%20175.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0000_Layer%20181.jpg,,,,,,New York City FC,c_ef9b0b87,,2024,Topps Finest MLS,,FD14,Santiago Rodriguez,New York City FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0006_Layer%20175.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0000_Layer%20181.jpg,,2026-02-04T01:59:04.879Z,,
